1721276771.279217,n,press
1721276771.3229172,'n',release
1721276771.592619,Key.cmd,press
1721276771.81775,s,press
1721276771.929271,'s',release
1721276772.060412,Key.cmd,release
1721276773.393864,Key.space,press
1721276773.4854221,Key.space,release
1721276774.224235,-,press
1721276774.284485,'-',release
1721276774.367452,Key.space,press
1721276774.4707599,Key.space,release
1721276774.656808,p,press
1721276774.748538,'p',release
1721276774.8319428,a,press
1721276774.923879,'a',release
1721276775.021743,s,press
1721276775.081142,'s',release
1721276775.158717,s,press
1721276775.2341251,'s',release
1721276775.359215,e,press
1721276775.4184499,'e',release
1721276775.552052,d,press
1721276775.6238499,'d',release
1721276775.840425,.,press
1721276775.9235961,'.',release
1721276776.0241091,Key.space,press
1721276776.103693,Key.space,release
1721276777.68187,Key.space,press
1721276777.7810712,Key.space,release
1721276778.489203,-,press
1721276778.557939,'-',release
1721276778.628287,Key.space,press
1721276778.7278621,Key.space,release
1721276778.8261068,p,press
1721276778.901576,'p',release
1721276778.930089,a,press
1721276779.014236,'a',release
1721276779.125016,s,press
1721276779.185297,'s',release
1721276779.2688398,s,press
1721276779.341114,'s',release
1721276779.461329,e,press
1721276779.524949,'e',release
1721276779.659513,d,press
1721276779.734383,'d',release
1721276779.874945,.,press
1721276779.9574358,'.',release
1721276780.062874,Key.space,press
1721276780.14509,Key.space,release
1721276781.201121,Key.cmd,press
1721276781.453207,s,press
1721276781.550244,'s',release
1721276781.724437,Key.cmd,release
1721276786.69276,Key.up,press
1721276786.780792,Key.up,release
1721276790.467354,Key.down,press
1721276790.5882938,Key.down,release
1721276791.185771,Key.right,press
1721276791.3045802,Key.right,release
1721276791.7845361,Key.left,press
1721276791.8945332,Key.left,release
1721276852.8346949,Key.backspace,press
1721276852.915745,Key.backspace,release
1721276855.23618,Key.backspace,press
1721276855.31406,Key.backspace,release
1721276856.540972,Key.enter,press
1721276856.622384,Key.enter,release
1721276856.7125912,Key.enter,press
1721276856.8001542,Key.enter,release
1721276857.6893451,Key.up,press
1721276857.77069,Key.up,release
1721276858.462333,Key.enter,press
1721276858.527445,Key.enter,release
1721276859.226124,Key.shift,press
1721276859.588276,P,press
1721276859.6250062,Key.shift,release
1721276859.665056,'p',release
1721276859.756368,a,press
1721276859.843833,'a',release
1721276859.936188,r,press
1721276860.007752,'r',release
1721276860.118479,t,press
1721276860.185816,'t',release
1721276860.3529851,1,press
1721276860.441952,'1',release
1721276860.732484,Key.space,press
1721276860.831189,Key.space,release
1721276861.236474,a,press
1721276861.3245819,'a',release
1721276861.353379,l,press
1721276861.426545,'l',release
1721276861.506588,l,press
1721276861.6145458,Key.space,press
1721276861.618774,'l',release
1721276861.7224698,Key.space,release
1721276861.799743,p,press
1721276861.8673248,'p',release
1721276861.874942,a,press
1721276861.959179,'a',release
1721276862.051146,s,press
1721276862.123063,'s',release
1721276862.186521,s,press
1721276862.266764,'s',release
1721276862.385439,e,press
1721276862.4455428,'e',release
1721276862.565247,d,press
1721276862.640727,'d',release
1721276863.354079,Key.backspace,press
1721276863.407982,Key.backspace,release
1721276863.495422,Key.backspace,press
1721276863.583152,Key.backspace,release
1721276863.660439,Key.backspace,press
1721276863.740014,Key.backspace,release
1721276863.814442,Key.backspace,press
1721276863.898002,Key.backspace,release
1721276863.969634,Key.backspace,press
1721276864.053222,Key.backspace,release
1721276864.117395,Key.backspace,press
1721276864.2144341,Key.backspace,release
1721276864.274612,Key.backspace,press
1721276864.345212,Key.backspace,release
1721276864.418794,Key.backspace,press
1721276864.486559,Key.backspace,release
1721276864.5735948,Key.backspace,press
1721276864.6264598,Key.backspace,release
1721276864.706866,Key.backspace,press
1721276864.7826061,Key.backspace,release
1721276865.0072691,c,press
1721276865.106472,a,press
1721276865.15181,'c',release
1721276865.220491,'a',release
1721276865.222496,n,press
1721276865.275936,'n',release
1721276865.383212,Key.space,press
1721276865.4824698,Key.space,release
1721276865.561868,a,press
1721276865.656896,'a',release
1721276865.682266,l,press
1721276865.74105,'l',release
1721276865.82599,l,press
1721276865.939643,'l',release
1721276865.942165,Key.space,press
1721276866.047856,Key.space,release
1721276866.156637,b,press
1721276866.203479,'b',release
1721276866.257154,e,press
1721276866.317137,'e',release
1721276866.350639,Key.space,press
1721276866.447873,Key.space,release
1721276866.508469,r,press
1721276866.566887,e,press
1721276866.6021729,'r',release
1721276866.665066,'e',release
1721276866.800417,c,press
1721276866.892239,'c',release
1721276866.943939,o,press
1721276867.014888,'o',release
1721276867.0588958,r,press
1721276867.118594,'r',release
1721276867.260448,d,press
1721276867.36468,'d',release
1721276867.799692,e,press
1721276867.851725,'e',release
1721276867.9664729,d,press
1721276868.066148,'d',release
1721276868.106477,Key.space,press
1721276868.197366,Key.space,release
1721276868.303191,b,press
1721276868.36625,'b',release
1721276868.4931269,y,press
1721276868.5525079,'y',release
1721276868.6428852,Key.space,press
1721276868.7497349,Key.space,release
1721276869.060359,Key.tab,press
1721276869.1676219,Key.tab,release
1721276870.8526561,Key.enter,press
1721276870.9252238,Key.enter,release
1721276871.1524532,Key.shift,press
1721276871.285564,C,press
1721276871.335627,Key.shift,release
1721276871.400843,'c',release
1721276871.499758,h,press
1721276871.556394,'h',release
1721276871.587035,a,press
1721276871.667378,'a',release
1721276871.767047,r,press
1721276871.8432782,'r',release
1721276871.957591,Key.space,press
1721276872.045606,Key.space,release
1721276872.5034728,Key.backspace,press
1721276872.5738912,Key.backspace,release
1721276872.614263,s,press
1721276872.697304,'s',release
1721276872.776173,Key.space,press
1721276872.873402,Key.space,release
1721276872.9318662,a,press
1721276873.023665,'a',release
1721276873.1067462,r,press
1721276873.161356,e,press
1721276873.204888,'r',release
1721276873.265654,'e',release
1721276873.328701,Key.space,press
1721276873.424504,Key.space,release
1721276876.2889411,c,press
1721276876.337445,'c',release
1721276876.5127199,h,press
1721276876.572499,'h',release
1721276876.605102,a,press
1721276876.7067552,'a',release
1721276877.068838,t,press
1721276877.131934,'t',release
1721276877.6707652,Key.backspace,press
1721276877.738351,Key.backspace,release
1721276877.76025,r,press
1721276877.8232498,'r',release
1721276877.9440582,s,press
1721276878.02737,'s',release
1721276878.151069,Key.space,press
1721276878.2354372,Key.space,release
1721276878.361863,i,press
1721276878.4347782,'i',release
1721276878.4705029,n,press
1721276878.5095859,'n',release
1721276878.7152839,Key.space,press
1721276878.787405,Key.space,release
1721276879.233005,l,press
1721276879.297615,'l',release
1721276879.4084108,i,press
1721276879.446153,'i',release
1721276879.539582,k,press
1721276879.620162,'k',release
1721276879.641023,e,press
1721276879.709405,'e',release
1721276879.797099,Key.space,press
1721276879.864278,Key.space,release
1721276880.5035992,',press
1721276880.570813,"""'""",release
1721276880.889546,a,press
1721276880.973769,'a',release
1721276881.546416,',press
1721276881.623023,"""'""",release
1721276882.7479098,Key.tab,press
1721276882.8333702,Key.tab,release
1721276883.1769578,Key.enter,press
1721276883.26707,Key.enter,release
1721276885.43589,Key.shift,press
1721276885.586893,S,press
1721276885.6721761,Key.shift,release
1721276885.696254,'s',release
1721276886.069168,Key.backspace,press
1721276886.1424582,Key.backspace,release
1721276890.289846,Key.shift,press
1721276890.435981,A,press
1721276890.517256,Key.shift,release
1721276890.5444422,'a',release
1721276890.7943838,r,press
1721276890.84511,'r',release
1721276890.9604769,r,press
1721276891.030792,'r',release
1721276891.166293,o,press
1721276891.225507,'o',release
1721276891.8890638,w,press
1721276891.969841,'w',release
1721276892.373694,Key.space,press
1721276892.4671779,Key.space,release
1721276892.5331998,k,press
1721276892.621611,'k',release
1721276892.6920938,e,press
1721276892.735127,'e',release
1721276893.0682938,y,press
1721276893.115983,'y',release
1721276893.184128,s,press
1721276893.263623,'s',release
1721276893.450288,Key.space,press
1721276893.5419211,Key.space,release
1721276893.5996768,a,press
1721276893.6794171,'a',release
1721276893.78461,r,press
1721276893.84045,e,press
1721276893.86374,'r',release
1721276893.94078,'e',release
1721276894.053399,Key.space,press
1721276894.149158,Key.space,release
1721276894.531702,s,press
1721276894.603151,'s',release
1721276894.715821,t,press
1721276894.755698,'t',release
1721276894.863415,o,press
1721276894.9277189,'o',release
1721276894.949051,r,press
1721276894.988296,'r',release
1721276895.340213,e,press
1721276895.4113238,'e',release
1721276895.634052,d,press
1721276895.713975,'d',release
1721276895.8336089,Key.space,press
1721276895.922527,Key.space,release
1721276895.958905,a,press
1721276896.050688,'a',release
1721276896.156168,s,press
1721276896.2300632,'s',release
1721276896.28592,Key.space,press
1721276896.378764,Key.space,release
1721276897.597868,Key.shift,press
1721276897.710309,K,press
1721276897.785401,'K',release
1721276897.8050299,Key.shift,release
1721276898.1273751,e,press
1721276898.193883,'e',release
1721276898.320433,y,press
1721276898.383154,'y',release
1721276899.0742269,.,press
1721276899.1643572,'.',release
1721276899.5958972,u,press
1721276899.84062,p,press
1721276899.8429708,'u',release
1721276899.878015,'p',release
1721276901.321719,Key.up,press
1721276901.419008,Key.up,release
1721276902.2655208,Key.down,press
1721276902.3669498,Key.down,release
1721276905.832869,",",press
1721276905.922693,"','",release
1721276906.034283,Key.space,press
1721276906.125368,Key.space,release
1721276907.25044,Key.tab,press
1721276907.358857,Key.tab,release
1721276908.768411,Key.left,press
1721276908.8683362,Key.left,release
1721276909.448748,Key.right,press
1721276909.549626,Key.right,release
1721276910.6348531,Key.cmd,press
1721276910.834041,s,press
1721276910.951914,'s',release
1721276911.0450099,Key.cmd,release
1721276916.4838872,',press
1721276916.564646,"""'""",release
1721276920.8409312,Key.backspace,press
1721276920.9123578,Key.backspace,release
1721276925.1285791,',press
1721276925.1957471,"""'""",release
1721276928.0980952,Key.right,press
1721276928.223099,Key.right,release
1721276928.344668,Key.right,press
1721276928.431534,Key.right,release
1721276928.531114,Key.right,press
1721276928.61377,Key.right,release
1721276928.713965,Key.right,press
1721276928.8004549,Key.right,release
1721276928.885508,Key.right,press
1721276928.991235,Key.right,release
1721276929.3586712,Key.right,press
1721276929.47206,Key.right,release
1721276930.4048378,Key.up,press
1721276930.4919732,Key.up,release
1721276931.368442,Key.down,press
1721276931.479077,Key.down,release
1721276933.342259,',press
1721276933.398977,"""'""",release
1721276934.497958,Key.right,press
1721276934.599801,Key.right,release
1721276934.737921,Key.right,press
1721276934.822818,Key.right,release
1721276935.802548,',press
1721276935.863192,"""'""",release
1721276936.2853692,Key.right,press
1721276936.373632,Key.right,release
1721276936.467199,Key.right,press
1721276936.5511239,Key.right,release
1721276936.6470048,Key.right,press
1721276936.725003,Key.right,release
1721276936.814569,Key.right,press
1721276936.8929532,Key.right,release
1721276936.973858,Key.right,press
1721276937.049579,Key.right,release
1721276937.134167,Key.right,press
1721276937.205538,Key.right,release
1721276937.295918,Key.right,press
1721276937.363511,Key.right,release
1721276937.4415731,Key.right,press
1721276937.5340228,Key.right,release
1721276938.244216,',press
1721276938.308314,"""'""",release
1721276938.7161322,Key.right,press
1721276938.8284092,Key.right,release
1721276938.920032,Key.right,press
1721276938.990468,Key.right,release
1721276939.851202,',press
1721276939.9116821,"""'""",release
1721276940.2280362,Key.right,press
1721276940.312969,Key.right,release
1721276940.4054651,Key.right,press
1721276940.4896152,Key.right,release
1721276940.5735512,Key.right,press
1721276940.649311,Key.right,release
1721276940.7294452,Key.right,press
1721276940.812549,Key.right,release
1721276940.893235,Key.right,press
1721276940.981048,Key.right,release
1721276941.059268,Key.right,press
1721276941.137681,Key.right,release
1721276941.213797,Key.right,press
1721276941.292334,Key.right,release
1721276941.365252,Key.right,press
1721276941.461107,Key.right,release
1721276942.2394052,',press
1721276942.317215,"""'""",release
1721276942.646421,Key.right,press
1721276942.719616,Key.right,release
1721276942.828047,Key.right,press
1721276942.912606,Key.right,release
1721276943.633611,',press
1721276943.686286,"""'""",release
1721276943.9753852,Key.right,press
1721276944.0584571,Key.right,release
1721276944.150572,Key.right,press
1721276944.2394261,Key.right,release
1721276944.325527,Key.right,press
1721276944.405133,Key.right,release
1721276944.490197,Key.right,press
1721276944.5686998,Key.right,release
1721276944.6478322,Key.right,press
1721276944.719209,Key.right,release
1721276944.805278,Key.right,press
1721276944.880942,Key.right,release
1721276944.9599948,Key.right,press
1721276945.035983,Key.right,release
1721276945.1154618,Key.right,press
1721276945.1953542,Key.right,release
1721276945.273377,Key.right,press
1721276945.353051,Key.right,release
1721276946.146081,',press
1721276946.203124,"""'""",release
1721276946.425344,Key.cmd,press
1721276946.655452,s,press
1721276946.776458,'s',release
1721276946.87457,Key.cmd,release
1721276951.172294,Key.enter,press
1721276951.265717,Key.enter,release
1721276956.451869,-,press
1721276956.515433,'-',release
1721276956.589144,-,press
1721276956.664455,'-',release
1721276956.993778,Key.space,press
1721276957.085066,Key.space,release
1721276957.142998,Key.shift,press
1721276957.328047,Y,press
1721276957.386367,Key.shift,release
1721276957.390049,'y',release
1721276957.4908748,i,press
1721276957.577846,'i',release
1721276957.681752,y,press
1721276957.729339,u,press
1721276957.760813,'y',release
1721276957.830168,'u',release
1721276957.9521081,n,press
1721276958.004802,'n',release
1721276958.185359,Key.space,press
1721276958.261471,Key.space,release
1721276958.265155,Key.shift,press
1721276958.402037,C,press
1721276958.437666,Key.shift,release
1721276958.525439,'c',release
1721276958.557864,h,press
1721276958.6146078,'h',release
1721276958.6590989,e,press
1721276958.734934,'e',release
1721276958.766774,n,press
1721276958.8221729,'n',release
1721276958.918823,Key.space,press
1721276959.0272279,Key.space,release
1721276959.1368089,2,press
1721276959.213577,'2',release
1721276959.313708,0,press
1721276959.380241,'0',release
1721276959.440316,2,press
1721276959.516144,'2',release
1721276960.630892,4,press
1721276960.6910179,'4',release
1721276960.955096,0,press
1721276961.031303,'0',release
1721276961.390393,7,press
1721276961.450221,'7',release
1721276961.713801,1,press
1721276961.804963,'1',release
1721276961.876197,7,press
1721276961.944024,'7',release
1721276962.106776,Key.space,press
1721276962.19644,Key.space,release
1721276965.539428,2,press
1721276965.613172,'2',release
1721276965.703945,1,press
1721276965.783873,'1',release
1721276967.1479769,2,press
1721276967.205179,'2',release
1721276967.658387,9,press
1721276967.7301178,'9',release
1721276968.84044,Key.space,press
1721276968.917276,Key.shift,press
1721276968.940454,Key.space,release
1721276969.0741062,P,press
1721276969.1449559,'P',release
1721276969.233314,T,press
1721276969.325341,'T',release
1721276969.5517042,Key.shift,release
1721276970.118119,Key.space,press
1721276970.211475,Key.space,release
1721276970.250738,f,press
1721276970.318167,'f',release
1721276970.425834,r,press
1721276970.481688,'r',release
1721276970.493428,o,press
1721276970.5696151,m,press
1721276970.59759,'o',release
1721276970.6576588,'m',release
1721276970.7530508,Key.space,press
1721276970.850049,Key.space,release
1721276970.915541,Key.shift,press
1721276971.040016,Y,press
1721276971.1115048,Key.shift,release
1721276971.111907,'y',release
1721276971.159192,i,press
1721276971.2432451,'i',release
1721276971.352284,y,press
1721276971.4761941,'y',release
1721276971.486291,u,press
1721276971.6151528,'u',release
1721276971.692645,n,press
1721276971.7730508,'n',release
1721276971.894138,Key.space,press
1721276971.970693,Key.shift,press
1721276971.986457,Key.space,release
1721276972.1183412,C,press
1721276972.159992,Key.shift,release
1721276972.2385821,'c',release
1721276972.2766569,h,press
1721276972.3354409,'h',release
1721276972.397666,e,press
1721276972.469742,'e',release
1721276972.473377,n,press
1721276972.533825,'n',release
1721277001.776149,Key.backspace,press
1721277001.850123,Key.backspace,release
1721277003.118229,Key.cmd,press
1721277003.3291578,s,press
1721277003.396203,Key.cmd,release
1721277003.432357,'s',release
1721277008.76636,Key.enter,press
1721277008.8553832,Key.enter,release
1721277010.74795,Key.shift,press
1721277010.845394,Key.shift,release
1721277014.3255522,Key.caps_lock,press
1721277014.327571,Key.caps_lock,release
1721277014.339136,<255>,release
1721277014.413795,Key.caps_lock,press
1721277014.414058,Key.caps_lock,release
1721277022.835037,Key.enter,press
1721277022.907427,Key.enter,release
1721277028.777835,Key.ctrl,press
1721277028.86672,Key.ctrl,release
1721277030.270997,Key.cmd,press
1721277030.379675,Key.cmd,release
1721277031.148332,Key.alt,press
1721277031.257015,Key.alt,release
1721277033.6515331,Key.ctrl,press
1721277033.7746298,Key.ctrl,release
1721277034.414091,Key.alt,press
1721277034.531852,Key.alt,release
1721277034.8575912,Key.cmd,press
1721277034.979245,Key.cmd,release
1721277042.167584,Key.shift,press
1721277042.4839292,P,press
1721277042.514303,Key.shift,release
1721277042.556905,'p',release
1721277042.630701,a,press
1721277042.7268548,'a',release
1721277042.846842,r,press
1721277042.9270132,'r',release
1721277043.0514638,t,press
1721277043.10239,'t',release
1721277043.413839,Key.enter,press
1721277043.487799,Key.enter,release
1721277043.588016,<63>,release
1721277043.708299,<63>,release
1721277043.7089632,,press
1721277043.709645,<179>,release
1721277044.0567281,2,press
1721277044.107695,'2',release
1721277044.507888,Key.space,press
1721277044.615838,Key.space,release
1721277044.728717,c,press
1721277044.8273458,a,press
1721277044.862923,'c',release
1721277044.9312158,'a',release
1721277044.986738,n,press
1721277045.046049,'n',release
1721277045.2168388,Key.space,press
1721277045.302016,Key.space,release
1721277045.656578,Key.tab,press
1721277045.752981,Key.tab,release
1721277046.084239,Key.enter,press
1721277046.172482,Key.enter,release
1721277088.6129322,Key.shift,press
1721277088.927436,T,press
1721277088.964098,Key.shift,release
1721277089.0079622,'t',release
1721277089.143268,h,press
1721277089.1988401,'h',release
1721277089.2386,e,press
1721277089.322371,'e',release
1721277089.425184,s,press
1721277089.5377102,e,press
1721277089.593735,'s',release
1721277089.6332219,'e',release
1721277089.698654,Key.space,press
1721277089.8063512,Key.space,release
1721277089.9872608,k,press
1721277090.074089,'k',release
1721277090.174464,e,press
1721277090.237799,'e',release
1721277090.379342,y,press
1721277090.441962,'y',release
1721277090.509381,s,press
1721277090.58417,'s',release
1721277090.616689,Key.space,press
1721277090.720782,Key.space,release
1721277090.766201,a,press
1721277090.858919,'a',release
1721277091.0134661,r,press
1721277091.06438,e,press
1721277091.10866,'r',release
1721277091.177474,'e',release
1721277091.23726,Key.space,press
1721277091.345747,Key.space,release
1721277091.850162,c,press
1721277091.880919,'c',release
1721277092.209675,Key.backspace,press
1721277092.2842371,Key.backspace,release
1721277092.291989,r,press
1721277092.3713331,e,press
1721277092.406743,'r',release
1721277092.467639,'e',release
1721277092.617321,c,press
1721277092.709476,'c',release
1721277092.7540338,o,press
1721277092.821292,'o',release
1721277092.878784,r,press
1721277092.938702,'r',release
1721277093.0931919,d,press
1721277093.1693408,'d',release
1721277093.480418,e,press
1721277093.537643,'e',release
1721277093.652271,d,press
1721277093.741245,'d',release
1721277093.81712,Key.space,press
1721277093.9078012,Key.space,release
1721277093.958011,a,press
1721277094.000693,'a',release
1721277094.4226902,s,press
1721277094.494272,'s',release
1721277094.576993,Key.space,press
1721277094.667514,Key.space,release
1721277095.7740438,Key.tab,press
1721277095.8784058,Key.tab,release
1721277096.492613,Key.cmd,press
1721277096.795733,s,press
1721277096.8868852,'s',release
1721277097.040567,Key.cmd,release
1721277100.2882838,Key.space,press
1721277100.38428,Key.space,release
1721277101.1302211,Key.backspace,press
1721277101.203097,Key.backspace,release
1721277102.323049,Key.space,press
1721277102.388335,Key.space,release
1721277102.770914,Key.backspace,press
1721277102.835996,Key.backspace,release
1721277103.3625119,Key.space,press
1721277103.449455,Key.space,release
1721277103.49482,Key.shift,press
1721277103.637532,(,press
1721277103.697255,'(',release
1721277103.726787,Key.shift,release
1721277104.157233,s,press
1721277104.233335,'s',release
1721277104.293053,h,press
1721277104.3688772,'h',release
1721277104.3853,i,press
1721277104.501558,'i',release
1721277104.570302,f,press
1721277104.6535869,'f',release
1721277104.7839081,t,press
1721277104.8435059,'t',release
1721277105.9919748,Key.right,press
1721277106.131901,Key.right,release
1721277106.211513,Key.right,press
1721277106.299357,Key.right,release
1721277106.371424,Key.right,press
1721277106.874629,Key.right,press
1721277106.955922,Key.right,press
1721277107.0405629,Key.right,press
1721277107.1245902,Key.right,press
1721277107.199091,Key.right,release
1721277107.351615,Key.right,press
1721277107.423245,Key.right,release
1721277107.5176902,Key.right,press
1721277107.588583,Key.right,release
1721277107.661918,Key.right,press
1721277107.73381,Key.right,release
1721277107.821823,Key.right,press
1721277107.891074,Key.right,release
1721277108.204503,Key.right,press
1721277108.313112,Key.right,release
1721277109.052761,Key.cmd,press
1721277109.173756,Key.cmd,release
1721277110.9685152,Key.backspace,press
1721277111.055156,Key.backspace,release
1721277111.1497421,Key.backspace,press
1721277111.213578,Key.backspace,release
1721277111.3032598,Key.backspace,press
1721277111.379088,Key.backspace,release
1721277111.4732502,Key.backspace,press
1721277111.528691,Key.backspace,release
1721277111.880269,c,press
1721277111.970114,'c',release
1721277112.3558102,m,press
1721277112.417137,'m',release
1721277112.4917839,d,press
1721277112.5632482,'d',release
1721277114.905344,Key.space,press
1721277114.993363,Key.space,release
1721277115.531904,Key.shift,press
1721277115.865163,(,press
1721277115.9299169,'(',release
1721277115.949545,Key.shift,release
1721277116.093033,c,press
1721277116.1919968,'c',release
1721277116.1954062,o,press
1721277116.259433,'o',release
1721277116.333716,m,press
1721277116.3975291,'m',release
1721277116.4704,m,press
1721277116.546487,'m',release
1721277116.59917,a,press
1721277116.695651,'a',release
1721277116.7859552,n,press
1721277116.824716,'n',release
1721277116.9334521,d,press
1721277117.0205069,'d',release
1721277117.457763,Key.cmd,press
1721277117.7997801,s,press
1721277117.900416,'s',release
1721277117.993394,Key.cmd,release
1721277120.5544431,Key.alt,press
1721277120.643659,Key.alt,release
1721277122.519978,Key.space,press
1721277122.597096,Key.space,release
1721277122.904989,Key.shift,press
1721277123.350168,(,press
1721277123.4072819,'(',release
1721277123.431326,Key.shift,release
1721277124.1494012,o,press
1721277124.2346199,p,press
1721277124.29392,'o',release
1721277124.354083,'p',release
1721277124.455937,t,press
1721277124.5267289,'t',release
1721277124.538972,i,press
1721277124.610959,o,press
1721277124.7158122,n,press
1721277124.751113,'i',release
1721277124.770896,'o',release
1721277124.82758,'n',release
1721277127.903693,Key.backspace,press
1721277127.987901,Key.backspace,release
1721277128.071531,Key.backspace,press
1721277128.155203,Key.backspace,release
1721277128.233839,Key.backspace,press
1721277128.3176699,Key.backspace,release
1721277130.078685,Key.caps_lock,press
1721277130.0792599,Key.caps_lock,release
1721277130.090687,<255>,release
1721277130.159866,Key.caps_lock,press
1721277130.160065,Key.caps_lock,release
1721277131.650761,Key.caps_lock,press
1721277131.651375,Key.caps_lock,release
1721277131.6664162,<255>,release
1721277131.73667,Key.caps_lock,press
1721277131.7368588,Key.caps_lock,release
1721277134.4927082,Key.ctrl,press
1721277134.574111,Key.ctrl,release
1721277136.4832609,c,press
1721277136.580256,'c',release
1721277136.776027,t,press
1721277136.8419142,'t',release
1721277137.001148,r,press
1721277137.0838149,'r',release
1721277137.152873,l,press
1721277137.236674,'l',release
